id;total_personas;personas15_65;personas65;padron;long;lat;urbano
2811;172;124;15;139;-70,78131324;-33,51244533;1
2812;65;43;18;61;-70,76420395;-33,51305378;1
2813;61;42;13;55;-70,75933052;-33,51286771;1
2814;117;78;13;91;-70,78660644;-33,51258632;1
2815;99;66;7;73;-70,77942236;-33,51264068;1
2816;50;32;14;46;-70,76461886;-33,51305424;1
2817;134;86;13;99;-70,7843603;-33,51252669;1
2818;42;22;9;31;-70,75513255;-33,51293852;1
2819;59;45;10;55;-70,76503841;-33,51306218;1
2820;140;96;10;106;-70,78345648;-33,51262618;1
2821;49;34;10;44;-70,76546212;-33,51307305;1
2822;42;25;10;35;-70,74777822;-33,51315017;1
2823;1131;771;137;908;-70,76131202;-33,51379981;1
2824;46;34;0;34;-70,76588454;-33,51307636;1
2825;124;85;20;105;-70,78244826;-33,51272705;1
2826;123;87;0;87;-70,79277618;-33,51277105;1
2827;131;90;22;112;-70,76958292;-33,51296209;1
2828;150;108;7;115;-70,790454;-33,51280568;1
2829;149;103;11;114;-70,78019808;-33,51277815;1
2830;56;38;9;47;-70,76652772;-33,51308956;1
2831;119;76;7;83;-70,78998647;-33,51281993;1
2832;173;132;15;147;-70,78129749;-33,51280891;1
2833;84;61;8;69;-70,78800457;-33,51277996;1
2834;107;74;4;78;-70,78954726;-33,51282582;1
2835;37;20;12;32;-70,77131098;-33,51317336;1
2836;25;13;7;20;-70,77191997;-33,51301284;0
2837;106;76;9;85;-70,7889975;-33,51283399;1
2838;164;109;33;142;-70,75271921;-33,51356013;1
2839;76;51;15;66;-70,75959044;-33,5134089;1
2840;49;37;7;44;-70,77325989;-33,51312412;1
2841;95;68;11;79;-70,79471778;-33,51333092;1
2842;125;78;9;87;-70,82710082;-33,51239865;1
2843;115;77;16;93;-70,82552081;-33,51243456;1
2844;482;338;22;360;-70,78403389;-33,5133622;1
2845;34;20;8;28;-70,77402406;-33,51315311;1
2846;137;83;34;117;-70,75522714;-33,51335721;1
2847;116;84;11;95;-70,78396124;-33,51296962;1
2848;90;54;14;68;-70,77465741;-33,51342941;1
2849;21;13;0;13;-70,77518402;-33,51344655;0
2850;80;47;20;67;-70,77592855;-33,51330716;1
2851;208;144;15;159;-70,78249502;-33,51322938;1
2852;58;33;14;47;-70,77667768;-33,51333105;1
2853;143;80;48;128;-70,74820125;-33,51415505;1
2854;159;87;34;121;-70,77666668;-33,51393408;1
2855;65;43;15;58;-70,74709981;-33,5139308;1
2856;309;210;32;242;-70,78054212;-33,51317936;1
2857;134;83;23;106;-70,74630167;-33,51395;1
2858;29;15;9;24;-70,74593913;-33,5137629;1
2859;85;51;16;67;-70,74554468;-33,51378112;1
2860;95;59;14;73;-70,74515837;-33,51398422;1
2861;126;85;19;104;-70,74467886;-33,51398845;1
2862;80;50;10;60;-70,74430372;-33,51400713;1
2863;111;76;12;88;-70,74268742;-33,51369902;1
2864;130;90;15;105;-70,7439876;-33,51401054;1
2865;116;72;17;89;-70,74358862;-33,51402177;1
2866;56;32;22;54;-70,75645585;-33,51370206;1
2867;63;48;0;48;-70,78649424;-33,51314639;1
2868;207;140;18;158;-70,78599651;-33,51385589;1
2869;229;165;18;183;-70,78784263;-33,51324933;1
2870;88;48;21;69;-70,7700189;-33,51358716;1
2871;35;18;9;27;-70,77204795;-33,51360337;1
2872;176;128;27;155;-70,76540779;-33,51449013;1
2873;17;9;4;13;-70,75223614;-33,51385432;0
2874;65;49;10;59;-70,74963206;-33,51398277;1
2875;20;0;0;0;-70,72802211;-33,52139641;0
2876;240;162;16;178;-70,78975492;-33,51336649;1
2877;62;36;23;59;-70,75120195;-33,51401968;1
2878;48;36;0;36;-70,7793945;-33,51359431;1
2879;48;35;7;42;-70,77322687;-33,51364597;1
2880;85;64;6;70;-70,78019543;-33,51348875;1
2881;34;23;7;30;-70,77398283;-33,51367447;1
2882;91;50;13;63;-70,74284341;-33,51405465;1
2883;138;93;14;107;-70,78545368;-33,51370807;1
2884;35;23;7;30;-70,78091507;-33,51367235;1
2885;46;37;4;41;-70,78127688;-33,51369029;1
2886;45;37;0;37;-70,7863736;-33,51361938;1
2887;68;44;9;53;-70,78165401;-33,51370685;1
2888;34;24;6;30;-70,7714397;-33,51375926;1
2889;101;70;14;84;-70,82602424;-33,51345381;1
2890;68;49;0;49;-70,82735906;-33,51319805;1
2891;46;31;0;31;-70,82669552;-33,51322081;1
2892;25;19;0;19;-70,78678958;-33,51360782;0
2893;51;37;0;37;-70,79188946;-33,51353902;1
2894;148;113;7;120;-70,78792833;-33,51361858;1
2895;53;45;0;45;-70,79315149;-33,51361921;1
2896;107;78;4;82;-70,78229587;-33,51374243;1
2897;42;26;0;26;-70,74596398;-33,51427574;1
2898;77;0;0;0;-70,7835307;-33,51374356;0
2899;71;44;16;60;-70,78017796;-33,5137843;1
2900;101;70;6;76;-70,78295684;-33,51390742;1
2901;202;130;18;148;-70,7844647;-33,51377096;1
2902;143;115;10;125;-70,7898461;-33,51371518;1
2903;329;199;83;282;-70,75197477;-33,51510216;1
2904;52;35;10;45;-70,75644497;-33,51420509;1
2905;200;123;58;181;-70,75372098;-33,51545599;1
2906;554;400;38;438;-70,79416073;-33,51482712;1
2907;112;82;16;98;-70,75864721;-33,51469858;1
2908;77;49;16;65;-70,75377563;-33,51458519;1
2909;44;32;8;40;-70,75421629;-33,51447371;1
2910;50;30;0;30;-70,7429994;-33,51438422;1
2911;88;58;17;75;-70,75500245;-33,51484809;1
2912;99;67;21;88;-70,76999428;-33,5142286;1
2913;76;48;18;66;-70,75541648;-33,51486384;1
2914;59;39;16;55;-70,77126396;-33,51453748;1
2915;52;29;12;41;-70,77306249;-33,51431709;1
2916;154;101;13;114;-70,78798801;-33,51394986;1
2917;34;20;0;20;-70,77173783;-33,51436009;0
2918;30;18;8;26;-70,77372151;-33,51419225;1
2919;90;67;0;67;-70,79150718;-33,51415861;1
2920;37;29;0;29;-70,77234442;-33,51419915;1
2921;87;54;15;69;-70,77430128;-33,51460667;1
2922;61;46;7;53;-70,79196159;-33,51418984;1
2923;62;44;9;53;-70,77472629;-33,51463852;1
2924;0;0;0;0;-70,77937818;-33,51422053;0
2925;56;44;0;44;-70,7751587;-33,5146366;1
2926;46;37;0;37;-70,79235705;-33,51421395;1
2927;50;34;7;41;-70,78665451;-33,51404152;1
2928;48;35;0;35;-70,77978118;-33,51424568;1
2929;114;87;9;96;-70,78232231;-33,51410653;1
2930;59;31;16;47;-70,75088873;-33,51476145;1
2931;185;125;12;137;-70,78990475;-33,51404461;1
2932;46;28;9;37;-70,78014399;-33,51426171;1
2933;98;82;0;82;-70,79275672;-33,51423711;1
2934;81;53;9;62;-70,78359771;-33,5141023;1
2935;35;23;8;31;-70,75643749;-33,51455206;1
2936;62;37;16;53;-70,74946335;-33,51503875;1
2937;72;40;24;64;-70,74839884;-33,51486054;1
2938;145;100;18;118;-70,78453146;-33,51413059;1
2939;77;56;7;63;-70,79316052;-33,51426137;1
2940;55;35;15;50;-70,74782921;-33,51487528;1
2941;69;47;10;57;-70,74715506;-33,5148899;1
2942;63;46;4;50;-70,78127418;-33,51416933;1
2943;233;154;35;189;-70,74654747;-33,51533386;1
2944;60;40;11;51;-70,74599581;-33,51483402;1
2945;92;71;0;71;-70,79355725;-33,51428317;1
2946;167;108;20;128;-70,74559589;-33,51536473;1
2947;171;126;12;138;-70,74520529;-33,51535172;1
2948;314;217;27;244;-70,74461888;-33,51534928;1
2949;218;134;20;154;-70,74406049;-33,51517379;1
2950;77;49;14;63;-70,74365359;-33,51497454;1
2951;17;15;0;15;-70,74320721;-33,51476825;0
2952;83;52;18;70;-70,77666909;-33,51448512;1
2953;109;78;11;89;-70,78558281;-33,51438345;1
2954;122;89;13;102;-70,78805036;-33,51428335;1
2955;82;56;11;67;-70,76059876;-33,51506327;1
2956;35;20;12;32;-70,75301264;-33,51477257;1
2957;60;37;9;46;-70,75233972;-33,51478224;1
2958;61;42;6;48;-70,78671288;-33,51436808;1
2959;78;53;0;53;-70,78276847;-33,51453393;1
2960;44;28;7;35;-70,77246993;-33,51479203;1
2961;158;115;11;126;-70,789975;-33,51437962;1
2962;87;61;0;61;-70,78208096;-33,51456363;1
2963;80;55;7;62;-70,78125153;-33,51446879;1
2964;60;37;20;57;-70,75644326;-33,51493706;1
2965;183;136;10;146;-70,78459625;-33,51449384;1
2966;97;55;30;85;-70,76997455;-33,51482003;1
2967;67;46;9;55;-70,82705224;-33,51400432;1
2968;150;101;27;128;-70,76224522;-33,5154734;1
2969;126;83;9;92;-70,77990812;-33,51470024;1
2970;34;24;0;24;-70,76177361;-33,51512469;1
2971;154;117;13;130;-70,78812587;-33,51464969;1
2972;101;60;17;77;-70,77339123;-33,51496562;1
2973;63;43;6;49;-70,78677501;-33,5147208;1
2974;27;18;4;22;-70,77186105;-33,51495591;1
2975;50;31;13;44;-70,75436496;-33,51535901;1
2976;132;96;9;105;-70,78937229;-33,51521397;1
2977;629;437;64;501;-70,75934712;-33,51596317;1
2978;99;63;15;78;-70,74602703;-33,51566519;1
2979;46;31;7;38;-70,7760663;-33,51503187;1
2980;121;80;5;85;-70,79559504;-33,5151083;1
2981;133;95;12;107;-70,78977604;-33,51523242;1
2982;168;113;9;122;-70,7862429;-33,51519553;1
2983;207;131;23;154;-70,78318912;-33,51514789;1
2984;151;115;11;126;-70,79017964;-33,51525784;1
2985;198;139;12;151;-70,78367289;-33,51516491;1
2986;82;59;17;76;-70,76296263;-33,51532379;1
2987;23;14;4;18;-70,77725497;-33,51507619;0
2988;162;127;7;134;-70,79057879;-33,51527319;1
2989;170;124;10;134;-70,78411695;-33,51517735;1
2990;0;0;0;0;-70,79094745;-33,51529744;0
2991;136;89;10;99;-70,78570314;-33,5150101;1
2992;200;139;19;158;-70,78456084;-33,51519286;1
2993;203;128;15;143;-70,78505532;-33,5152056;1
2994;59;43;0;43;-70,79167131;-33,5148351;1
2995;72;52;9;61;-70,77939783;-33,51514855;1
2996;47;21;16;37;-70,75062137;-33,51565194;1
2997;28;17;0;17;-70,75598881;-33,51536438;0
2998;91;55;28;83;-70,75005573;-33,51587163;1
2999;85;53;9;62;-70,7484453;-33,51569377;1
3000;38;18;16;34;-70,74787559;-33,51570587;1
3001;58;44;6;50;-70,77979862;-33,51517279;1
3002;45;28;11;39;-70,74720161;-33,51572384;1
3003;155;95;36;131;-70,76804145;-33,51554544;1
3004;53;31;11;42;-70,78013856;-33,51518834;1
3005;143;105;9;114;-70,79236682;-33,51541109;1
3006;124;86;12;98;-70,78238756;-33,51503733;1
3007;123;100;7;107;-70,78818406;-33,51497947;1
3008;45;29;6;35;-70,78047574;-33,51519875;1
3009;45;26;12;38;-70,75309954;-33,51544762;1
3010;116;92;7;99;-70,79276737;-33,51542731;1
3011;55;40;7;47;-70,78082354;-33,51521133;1
3012;46;27;11;38;-70,75236552;-33,51546863;1
3013;111;84;7;91;-70,79316542;-33,5154538;1
3014;50;40;6;46;-70,78119219;-33,51522725;1
3015;66;43;16;59;-70,76923342;-33,51557755;1
3016;69;53;0;53;-70,78684512;-33,51504723;1
3017;126;86;27;113;-70,76400767;-33,51591069;1
3018;127;99;6;105;-70,79356082;-33,51547324;1
3019;41;30;0;30;-70,78157954;-33,51524794;1
3020;70;47;7;54;-70,7702084;-33,51536131;1
3021;64;36;20;56;-70,77155509;-33,51540642;1
3022;81;51;16;67;-70,77239151;-33,51572351;1
3023;73;49;12;61;-70,7564244;-33,51591046;1
3024;66;36;22;58;-70,77299245;-33,5157576;1
3025;130;74;36;110;-70,77435069;-33,51551173;1
3026;84;59;16;75;-70,7651808;-33,51575605;1
3027;63;43;0;43;-70,79170072;-33,51518623;1
3028;160;113;5;118;-70,78825115;-33,51531147;1
3029;198;134;20;154;-70,78242545;-33,51540989;1
3030;19;15;4;19;-70,7757145;-33,51588283;0
3031;28;16;8;24;-70,75518997;-33,51579068;1
3032;60;44;0;44;-70,78714478;-33,51548272;1
3033;55;32;14;46;-70,77626592;-33,51590892;1
3034;90;53;23;76;-70,77690006;-33,51593404;1
3035;40;32;0;32;-70,78673833;-33,51549659;1
3036;87;59;16;75;-70,77754555;-33,51597902;1
3037;35;24;0;24;-70,7858005;-33,51551016;1
3038;91;69;12;81;-70,76143788;-33,51634504;1
3039;114;75;20;95;-70,77020083;-33,51585944;1
3040;94;62;13;75;-70,76184523;-33,51642981;1
3041;154;103;30;133;-70,76569592;-33,51671568;1
3042;62;38;19;57;-70,77155111;-33,51592097;1
3043;230;172;8;180;-70,77949523;-33,51613198;1
3044;75;60;4;64;-70,79173691;-33,51553559;1
3045;233;168;20;188;-70,78007369;-33,51616235;1
3046;121;86;6;92;-70,79532235;-33,51609578;1
3047;61;44;8;52;-70,76240885;-33,5160373;1
3048;154;112;10;122;-70,78832329;-33,51565825;1
3049;151;105;9;114;-70,78061862;-33,51591078;1
3050;141;104;9;113;-70,78114735;-33,51592934;1
3051;205;159;16;175;-70,78166675;-33,51625595;1
3052;47;25;12;37;-70,7735738;-33,51602011;1
3053;651;440;94;534;-70,75336639;-33,51666401;1
3054;124;92;8;100;-70,78222664;-33,51597307;1
3055;26;18;0;18;-70,77429235;-33,51605419;0
3056;128;103;7;110;-70,78282672;-33,5159949;1
3057;40;21;10;31;-70,77505283;-33,5160907;1
3058;345;202;83;285;-70,7494451;-33,51671878;1
3059;243;153;37;190;-70,74893005;-33,51673166;1
3060;237;137;46;183;-70,7484051;-33,5167466;1
3061;269;187;26;213;-70,78335764;-33,51630199;1
3062;114;85;6;91;-70,76323811;-33,5171988;1
3063;106;66;25;91;-70,74648586;-33,51713183;1
3064;74;48;16;64;-70,74716355;-33,51686753;1
3065;42;25;9;34;-70,7460046;-33,51663183;1
3066;67;36;14;50;-70,74527552;-33,51642231;1
3067;131;100;5;105;-70,78399342;-33,51591962;1
3068;231;138;46;184;-70,74786571;-33,51676171;1
3069;148;95;36;131;-70,76650879;-33,51681547;1
3070;147;104;15;119;-70,78459759;-33,51616254;1
3071;17;14;0;14;-70,7495236;-33,5199566;0
3072;139;101;10;111;-70,78516772;-33,51614743;1
3073;110;74;15;89;-70,76753195;-33,51665783;1
3074;145;104;16;120;-70,78659244;-33,51625075;1
3075;234;153;54;207;-70,76837114;-33,51712002;1
3076;53;40;0;40;-70,79177329;-33,51589299;1
3077;51;33;12;45;-70,76242543;-33,51635758;1
3078;55;35;16;51;-70,75642887;-33,51651946;1
3079;54;36;0;36;-70,75785136;-33,51659096;1
3080;143;107;8;115;-70,78780822;-33,5164503;1
3081;130;92;11;103;-70,78819934;-33,51646529;1
3082;122;90;9;99;-70,78859238;-33,51648804;1
3083;111;94;0;94;-70,78899321;-33,51650826;1
3084;124;100;5;105;-70,7894102;-33,5165362;1
3085;79;49;23;72;-70,77122789;-33,51681346;1
3086;134;98;5;103;-70,78980307;-33,51655833;1
3087;67;37;18;55;-70,77206141;-33,51650473;1
3088;523;338;117;455;-70,75813089;-33,51990946;1
3089;119;92;5;97;-70,7901893;-33,51657998;1
3090;117;85;11;96;-70,79057709;-33,51659367;1
3091;26;19;4;23;-70,74547475;-33,51681859;1
3092;138;100;12;112;-70,7909845;-33,5165904;1
3093;76;51;8;59;-70,76718617;-33,51686427;1
3094;47;35;0;35;-70,79118904;-33,53182713;1
3095;77;55;11;66;-70,77197851;-33,54363765;1
3096;36;18;11;29;-70,774576;-33,51722939;1
3097;90;60;16;76;-70,76822046;-33,53253239;1
3098;182;141;8;149;-70,76905895;-33,54385401;1
3099;88;67;11;78;-70,78111411;-33,51656973;1
3100;63;48;0;48;-70,78340595;-33,53205249;1
3101;66;38;17;55;-70,77783154;-33,54355771;1
3102;73;49;9;58;-70,75642052;-33,5177709;1
3103;117;84;12;96;-70,78194534;-33,53216912;1
3104;59;44;0;44;-70,78417499;-33,54349924;1
3105;118;84;18;102;-70,76434074;-33,51709068;1
3106;90;78;7;85;-70,78219588;-33,51664095;1
3107;101;77;6;83;-70,78279993;-33,51666088;1
3108;363;233;67;300;-70,77605643;-33,51780674;1
3109;131;94;8;102;-70,79392204;-33,51640324;1
3110;192;146;15;161;-70,79540207;-33,5164577;1
3111;224;155;36;191;-70,76010573;-33,51781822;1
3112;34;19;7;26;-70,76241937;-33,51700132;1
3113;239;160;9;169;-70,79654732;-33,51705852;1
3114;87;61;9;70;-70,7852033;-33,51678679;1
3115;575;389;31;420;-70,79733085;-33,51688405;1
3116;77;39;31;70;-70,77228517;-33,51736505;1
3117;464;341;20;361;-70,797959;-33,51709375;1
3118;301;206;57;263;-70,76101173;-33,51881218;1
3119;563;390;32;422;-70,79867462;-33,52002018;1
3120;122;95;5;100;-70,79392624;-33,51674699;1
3121;95;68;14;82;-70,78002237;-33,51706753;1
3122;159;118;4;122;-70,79476425;-33,5170574;1
3123;102;76;6;82;-70,78632073;-33,51688619;1
3124;67;43;17;60;-70,75443487;-33,51737791;1
3125;164;104;36;140;-70,75468563;-33,51793894;1
3126;51;40;6;46;-70,78724743;-33,51689135;1
3127;139;104;5;109;-70,79520272;-33,51711054;1
3128;162;121;9;130;-70,79563002;-33,51715046;1
3129;393;231;103;334;-70,74786286;-33,5180008;1
3130;75;48;14;62;-70,76698906;-33,51749659;1
3131;116;77;20;97;-70,7483843;-33,51798885;1
3132;319;197;61;258;-70,74890864;-33,5179996;1
3133;219;138;37;175;-70,74943222;-33,5180058;1
3134;317;179;72;251;-70,74994115;-33,51800348;1
3135;152;110;10;120;-70,79605628;-33,51719804;1
3136;97;62;11;73;-70,78119362;-33,51756311;1
3137;92;64;8;72;-70,78173456;-33,51757625;1
3138;76;51;13;64;-70,75190202;-33,51783287;1
3139;82;46;29;75;-70,75312923;-33,51782595;1
3140;201;162;13;175;-70,78330816;-33,51720074;1
3141;87;59;11;70;-70,7822551;-33,51763471;1
3142;226;158;20;178;-70,78438671;-33,51762657;1
3143;210;157;18;175;-70,78489449;-33,51767875;1
3144;33;19;9;28;-70,74741847;-33,51810639;1
3145;15;7;6;13;-70,76307913;-33,51763006;0
3146;103;77;6;83;-70,79856635;-33,51729804;1
3147;66;48;0;48;-70,79362794;-33,51714157;1
3148;203;144;22;166;-70,78542981;-33,51770081;1
3149;507;384;39;423;-70,78766675;-33,51819142;1
3150;79;58;6;64;-70,78726232;-33,51743518;1
3151;64;48;4;52;-70,78765486;-33,51744029;1
3152;86;63;0;63;-70,78804301;-33,51745687;1
3153;59;35;11;46;-70,76369398;-33,51803417;1
3154;84;63;4;67;-70,78843521;-33,51746815;1
3155;85;54;20;74;-70,78002625;-33,51752455;1
3156;82;58;5;63;-70,78883112;-33,51748492;1
3157;58;34;10;44;-70,77145784;-33,51768199;1
3158;146;110;6;116;-70,78968458;-33,5180207;1
3159;168;127;9;136;-70,79006751;-33,51806292;1
3160;53;35;16;51;-70,76451973;-33,51792292;1
3161;28;22;0;22;-70,79072222;-33,51743913;1
3162;66;37;21;58;-70,77320857;-33,51774882;1
3163;1114;793;62;855;-70,7923869;-33,51829041;1
3164;58;43;0;43;-70,77719332;-33,51783094;1
3165;19;11;4;15;-70,7767537;-33,51782747;0
3166;28;16;8;24;-70,76109164;-33,5181529;1
3167;110;72;24;96;-70,76504362;-33,51858112;1
3168;65;46;8;54;-70,76638286;-33,51810269;1
3169;126;97;7;104;-70,793935;-33,51761761;1
3170;88;55;21;76;-70,7672634;-33,51838023;1
3171;53;32;12;44;-70,76289166;-33,51812414;1
3172;50;29;12;41;-70,76832482;-33,51813044;1
3173;100;62;21;83;-70,76916967;-33,51847717;1
3174;72;58;0;58;-70,79071108;-33,51780929;1
3175;134;93;17;110;-70,78007435;-33,51798289;1
3176;70;39;22;61;-70,7701808;-33,51818105;1
3177;78;43;18;61;-70,77174183;-33,51821721;1
3178;148;111;0;111;-70,79563893;-33,51787074;1
3179;210;146;22;168;-70,78340308;-33,51804692;1
3180;306;214;43;257;-70,75337563;-33,52073294;1
3181;126;101;0;101;-70,79392844;-33,51795256;1
3182;62;35;19;54;-70,77286993;-33,51862574;1
3183;38;17;11;28;-70,76435002;-33,51838081;1
3184;68;37;22;59;-70,77342601;-33,51863815;1
3185;75;43;19;62;-70,77454235;-33,51831833;1
3186;312;240;8;248;-70,7965604;-33,51883513;1
3187;231;147;21;168;-70,7973231;-33,51830219;1
3188;78;54;17;71;-70,76616713;-33,51865119;1
3189;81;63;4;67;-70,79072453;-33,51813963;1
3190;103;84;0;84;-70,79854218;-33,51829501;1
3191;100;67;15;82;-70,77587487;-33,51959091;1
3192;95;58;20;78;-70,77659216;-33,51872441;1
3193;46;24;17;41;-70,76301656;-33,51867021;1
3194;64;41;19;60;-70,77708986;-33,51873662;1
3195;68;38;24;62;-70,77762949;-33,51876514;1
3196;149;112;10;122;-70,79563326;-33,51821194;1
3197;115;93;4;97;-70,79392407;-33,51828257;1
3198;77;49;17;66;-70,76843931;-33,5189865;1
3199;142;86;12;98;-70,78004876;-33,51847376;1
3200;57;32;17;49;-70,77118879;-33,51903787;1
3201;50;36;9;45;-70,76388109;-33,51879913;1
3202;70;47;16;63;-70,77170907;-33,51905578;1
3203;125;87;11;98;-70,78174894;-33,51850658;1
3204;40;19;17;36;-70,77224955;-33,51884351;1
3205;37;26;0;26;-70,76985369;-33,51877058;1
3206;124;98;5;103;-70,78321243;-33,51855701;1
3207;89;57;6;63;-70,7907389;-33,51846839;1
3208;57;35;14;49;-70,77054729;-33,51908988;1
3209;225;164;6;170;-70,79538544;-33,51850535;1
3210;42;28;9;37;-70,77398526;-33,51889143;1
3211;89;66;4;70;-70,78405758;-33,51879064;1
3212;42;26;8;34;-70,77448995;-33,51891006;1
3213;102;74;4;78;-70,78484995;-33,51859987;1
3214;67;44;11;55;-70,77503935;-33,5189285;1
3215;98;65;19;84;-70,76588518;-33,51917623;1
3216;98;84;0;84;-70,78567028;-33,51888877;1
3217;37;20;7;27;-70,77570147;-33,5189755;1
3218;39;30;0;30;-70,78658343;-33,51872532;1
3219;76;39;27;66;-70,7563937;-33,51923743;1
3220;114;99;0;99;-70,79391592;-33,51861303;1
3221;81;63;0;63;-70,77941804;-33,51903101;1
3222;65;52;6;58;-70,77979905;-33,51903049;1
3223;57;45;0;45;-70,78043964;-33,51878224;1
3224;57;34;13;47;-70,76269572;-33,51916124;1
3225;71;54;5;59;-70,78141266;-33,5187989;1
3226;126;99;12;111;-70,78740155;-33,51940135;1
3227;83;71;0;71;-70,78206246;-33,51908221;1
3228;71;47;6;53;-70,78240008;-33,51909568;1
3229;73;54;0;54;-70,79075239;-33,5188259;1
3230;206;149;7;156;-70,79538063;-33,51883453;1
3231;125;103;11;114;-70,7878264;-33,51944197;1
3232;15;7;8;15;-70,76359047;-33,5194364;0
3233;78;51;11;62;-70,76750472;-33,51924253;1
3234;30;23;0;23;-70,76063055;-33,51942577;1
3235;134;97;14;111;-70,78322736;-33,51890894;1
3236;125;97;8;105;-70,78825445;-33,51948406;1
3237;76;55;6;61;-70,78487502;-33,51894771;1
3238;11;0;0;0;-70,74242932;-33,52305187;0
3239;108;80;0;80;-70,79391128;-33,51894601;1
3240;180;130;17;147;-70,78859136;-33,51952148;1
3241;59;42;0;42;-70,76951864;-33,51933911;1
3242;71;54;0;54;-70,78042979;-33,51932855;1
3243;72;55;4;59;-70,78075782;-33,51932921;1
3244;260;172;52;224;-70,76241709;-33,52058598;1
3245;74;59;6;65;-70,78113063;-33,51933255;1
3246;73;55;0;55;-70,7814566;-33,51934336;1
3247;112;77;9;86;-70,7893217;-33,51958641;1
3248;439;296;28;324;-70,79733491;-33,51939044;1
3249;76;47;6;53;-70,79852253;-33,51926046;1
3250;244;179;11;190;-70,79536337;-33,51916312;1
3251;95;76;0;76;-70,78974565;-33,5196147;1
3252;70;50;7;57;-70,78324244;-33,51923512;1
3253;53;32;0;32;-70,76214846;-33,51976311;1
3254;71;43;17;60;-70,77393232;-33,51950714;1
3255;82;56;8;64;-70,79017535;-33,51966286;1
3256;35;17;14;31;-70,76282303;-33,51963355;1
3257;32;20;0;20;-70,78490819;-33,5192763;0
3258;62;38;10;48;-70,76402622;-33,52001342;1
3259;22;10;8;18;-70,75937692;-33,51983116;0
3260;318;220;49;269;-70,75636405;-33,52085987;1
3261;82;70;0;70;-70,79060021;-33,51969845;1
3262;34;22;0;22;-70,77657781;-33,51955418;1
3263;93;79;0;79;-70,79390533;-33,51929628;1
3264;45;26;10;36;-70,77707129;-33,51956808;1
3265;105;77;8;85;-70,78408471;-33,51964466;1
3266;30;18;0;18;-70,77763574;-33,51958682;0
3267;79;59;7;66;-70,79104967;-33,51973857;1
3268;65;33;21;54;-70,76633696;-33,52011919;1
3269;82;51;17;68;-70,76733508;-33,5198084;1
3270;92;58;16;74;-70,76838072;-33,52012939;1
3271;212;163;9;172;-70,79536255;-33,51951088;1
3272;103;85;6;91;-70,78579572;-33,51974506;1
